,Manager Name,Year,Month,AUM (crs),Turnover Ratio,Return
652,GEOJIT FINANCIAL SERVICES LIMITED,2021,July,300.8,0.1,4.09
653,GHALLA BHANSALI STOCK BROKERS PRIVATE LIMITED,2021,March,150.6,0.02,-3.82
654,GHALLA BHANSALI STOCK BROKERS PRIVATE LIMITED,2021,April,150.59,0.02,12.87
655,GHALLA BHANSALI STOCK BROKERS PRIVATE LIMITED,2021,May,162.25,0.06,11.12
656,GHALLA BHANSALI STOCK BROKERS PRIVATE LIMITED,2021,June,173.45,0.08,2.92
657,GHALLA BHANSALI STOCK BROKERS PRIVATE LIMITED,2021,July,168.63,0.05,2.64
658,Ghalla Bhansali Stock Brokers Private Limited,2021,March,150.6,0.02,-3.82
659,Ghalla Bhansali Stock Brokers Private Limited,2021,April,150.59,0.02,12.87
660,Ghalla Bhansali Stock Brokers Private Limited,2021,May,162.25,0.06,11.12
661,Ghalla Bhansali Stock Brokers Private Limited,2021,June,173.45,0.08,2.92
662,Ghalla Bhansali Stock Brokers Private Limited,2021,July,168.63,0.05,2.64
663,GIRIK WEALTH ADVISORS PRIVATE LIMITED,2021,March,553.9264,0.345,-0.41
664,GIRIK WEALTH ADVISORS PRIVATE LIMITED,2021,March,553.9264,0.345,-0.41
665,GLOBE CAPITAL MARKET LTD.,2021,March,201.47555,0.416,-0.42
666,GLOBE CAPITAL MARKET LTD.,2021,April,215.06928,0.213,3.67
667,GLOBE CAPITAL MARKET LTD.,2021,May,232.27954,0.096,4.19
668,GLOBE CAPITAL MARKET LTD.,2021,June,254.81986,0.214,6.62
669,GLOBE CAPITAL MARKET LTD.,2021,July,271.256,0.238,4.31
670,GLOBE CAPITAL MARKET LTD.,2021,March,201.47555,0.416,-0.42
671,GLOBE CAPITAL MARKET LTD.,2021,April,215.06928,0.213,3.67
672,GLOBE CAPITAL MARKET LTD.,2021,May,232.27954,0.096,4.19
673,GLOBE CAPITAL MARKET LTD.,2021,June,254.81986,0.214,6.62
674,GLOBE CAPITAL MARKET LTD.,2021,July,271.256,0.238,4.31
675,Green Lantern Capital LLP,2021,March,20.14,0.06,-3.95
676,Green Lantern Capital LLP,2021,April,22.55,0.18,6.26
677,Green Lantern Capital LLP,2021,May,26.1,0.11,10.28
678,Green Lantern Capital LLP,2021,June,27.68,0.06,5.7
679,Green Lantern Capital LLP,2021,July,31.81,0.08,9.7
680,GUARDIAN ADVISORS PVT LTD,2021,March,829.7121,0.027,-1.8
681,GUARDIAN ADVISORS PVT LTD,2021,April,869.57317,0.006,-4.16
682,GUARDIAN ADVISORS PVT LTD,2021,May,958.88686,0.016,16.68
683,GUARDIAN ADVISORS PVT LTD,2021,June,989.99855,0.035,12.14
684,Guardian Asset Management Private Limited,2021,March,20.11,0.01,1.05
685,Guardian Asset Management Private Limited,2021,April,21.57,0.04,6.12
686,Guardian Asset Management Private Limited,2021,May,23.3,0.04,6.93
687,Guardian Asset Management Private Limited,2021,June,23.67,0.0,1.6
688,Guardian Asset Management Private Limited,2021,July,25.21,0.08,5.92
689,Hanut Alternate Investments LLP,2021,March,16.38,0.0,0.04
690,Hanut Alternate Investments LLP,2021,April,17.3,0.0,5.57
691,Hanut Alternate Investments LLP,2021,May,19.47,0.08,3.97
692,Hanut Alternate Investments LLP,2021,June,20.63,0.02,6.1
693,Hanut Alternate Investments LLP,2021,July,18.79,0.22,6.45
694,HARMONEY WEALTH ADVISORY SERVICES INDIA PVT LTD,2021,March,56.7605,0.0962,0.71
695,HARMONEY WEALTH ADVISORY SERVICES INDIA PVT LTD,2021,April,57.8113,0.09964,5.09
696,HARMONEY WEALTH ADVISORY SERVICES INDIA PVT LTD,2021,May,61.2934,0.05824,6.57
697,HARMONEY WEALTH ADVISORY SERVICES INDIA PVT LTD,2021,June,63.5289,0.0528,2.39
698,HARMONEY WEALTH ADVISORY SERVICES INDIA PVT LTD,2021,July,64.5293,0.06897,2.38
699,HARMONEY WEALTH ADVISORY SERVICES INDIA PVT LTD,2021,March,56.7605,0.0962,0.71
700,HARMONEY WEALTH ADVISORY SERVICES INDIA PVT LTD,2021,April,57.8113,0.09964,5.09
701,HARMONEY WEALTH ADVISORY SERVICES INDIA PVT LTD,2021,May,61.2934,0.05824,6.57
702,HARMONEY WEALTH ADVISORY SERVICES INDIA PVT LTD,2021,June,63.5289,0.0528,2.39
703,HARMONEY WEALTH ADVISORY SERVICES INDIA PVT LTD,2021,July,64.5293,0.06897,2.38
704,HDFC ASSET MANAGEMENT COMPANY LTD,2021,March,494.39,0.03,0.35
705,HDFC ASSET MANAGEMENT COMPANY LTD,2021,April,494.92,0.02,0.3
706,HDFC ASSET MANAGEMENT COMPANY LTD,2021,May,532.26,0.02,2.32
707,HDFC ASSET MANAGEMENT COMPANY LTD,2021,June,538.12,0.03,0.46
708,HDFC ASSET MANAGEMENT COMPANY LTD,2021,July,545.47,0.0,0.67
709,HDFC ASSET MANAGEMENT COMPANY LTD,2021,March,494.39,0.03,0.35
710,HDFC ASSET MANAGEMENT COMPANY LTD,2021,April,494.92,0.02,0.3
711,HDFC ASSET MANAGEMENT COMPANY LTD,2021,May,532.26,0.02,2.32
712,HDFC ASSET MANAGEMENT COMPANY LTD,2021,June,538.12,0.03,0.46
713,HDFC ASSET MANAGEMENT COMPANY LTD,2021,July,545.47,0.0,0.67
714,Helios Capital Management India LLP,2021,March,217.18,0.1,-1.66
715,Helios Capital Management India LLP,2021,April,234.23,0.06,1.02
716,Hem Securities Limited,2021,March,14.79,0.2,2.79
717,Hem Securities Limited,2021,April,16.08,0.04,0.85
718,Hem Securities Limited,2021,May,16.84,0.14,4.76
719,Hem Securities Limited,2021,June,17.31,0.08,2.19
720,Hem Securities Limited,2021,July,20.31,0.23,5.13
721,HSBC ASSET MANAGEMENT (INDIA) PVT. LTD.,2021,March,27.23,11.55,-0.22
722,HSBC ASSET MANAGEMENT (INDIA) PVT. LTD.,2021,April,36.95,2.35,-0.27
723,HSBC ASSET MANAGEMENT (INDIA) PVT. LTD.,2021,May,51.3,1.72,6.52
724,HSBC ASSET MANAGEMENT (INDIA) PVT. LTD.,2021,June,62.18,1.36,4.24
725,HSBC ASSET MANAGEMENT (INDIA) PVT. LTD.,2021,July,82.51,2.13,4.01
726,HSBC ASSET MANAGEMENT (INDIA) PVT. LTD.,2021,March,27.23,11.55,-0.22
727,HSBC ASSET MANAGEMENT (INDIA) PVT. LTD.,2021,April,36.95,2.35,-0.27
728,HSBC ASSET MANAGEMENT (INDIA) PVT. LTD.,2021,May,51.3,1.72,6.52
729,HSBC ASSET MANAGEMENT (INDIA) PVT. LTD.,2021,June,62.18,1.36,4.24
730,HSBC ASSET MANAGEMENT (INDIA) PVT. LTD.,2021,July,82.51,2.13,4.01
731,HUNTER WEALTH MANAGEMENT LLP,2021,March,6.74079,0.184,-5.6
732,HUNTER WEALTH MANAGEMENT LLP,2021,April,6.0661,0.125,-10.0
733,HUNTER WEALTH MANAGEMENT LLP,2021,May,7.92056,0.0,14.09
734,HUNTER WEALTH MANAGEMENT LLP,2021,June,8.03367,0.151,2.1
735,HUNTER WEALTH MANAGEMENT LLP,2021,July,8.4,0.07,0.98
736,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LTD.,2021,March,2924.98,0.11,-1.08
737,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LTD.,2021,April,2945.69,0.08,-0.01
738,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LTD.,2021,May,3147.51,0.09,8.06
739,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LTD.,2021,June,3191.03,0.06,0.84
740,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LTD.,2021,July,3363.22,0.05,5.55
741,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LTD.,2021,March,2924.98,0.11,-1.08
742,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LTD.,2021,April,2945.69,0.08,-0.01
743,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LTD.,2021,May,3147.51,0.09,8.06
744,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LTD.,2021,June,3191.03,0.06,0.84
745,ICICI PRUDENTIAL ASSET MANAGEMENT COMPANY LTD.,2021,July,3363.22,0.05,5.55
746,ICICI SECURITIES LIMITED,2021,March,196.83,0.19,-0.89
747,ICICI SECURITIES LIMITED,2021,April,203.09,0.03,0.24
748,ICICI SECURITIES LIMITED,2021,May,218.43,0.07,6.44
749,ICICI SECURITIES LIMITED,2021,June,254.57,0.26,1.92
750,ICICI SECURITIES LIMITED,2021,July,276.32,0.07,2.34
751,ICICI Securities Limited,2021,March,196.83,0.19,-0.89
752,ICICI Securities Limited,2021,April,203.09,0.03,0.24
753,ICICI Securities Limited,2021,May,218.43,0.07,6.44
754,ICICI Securities Limited,2021,June,254.57,0.26,1.92
755,ICICI Securities Limited,2021,July,276.32,0.07,2.34
756,IDBI CAPITAL MARKET SERVICES LTD,2021,March,1368.254,0.01,7.19
757,IDBI CAPITAL MARKET SERVICES LTD,2021,April,1378.268,0.0,0.0
758,IDBI CAPITAL MARKET SERVICES LTD,2021,May,1395.57,0.0,0.0
759,IDBI CAPITAL MARKET SERVICES LTD,2021,June,1405.372,0.0,0.0
760,IDBI CAPITAL MARKET SERVICES LTD,2021,July,1403.638,0.005,0.0
761,IDBI CAPITAL MARKET SERVICES LTD,2021,March,1368.254,0.01,7.19
762,IDBI CAPITAL MARKET SERVICES LTD,2021,April,1378.268,0.0,0.0
763,IDBI CAPITAL MARKET SERVICES LTD,2021,May,1395.57,0.0,0.0
764,IDBI CAPITAL MARKET SERVICES LTD,2021,June,1405.372,0.0,0.0
765,IDBI CAPITAL MARKET SERVICES LTD,2021,July,1403.638,0.005,0.0
766,IDFC ASSET MANAGEMENT COMPANY LIMITED,2021,March,71.83,0.09,0.83
767,IDFC ASSET MANAGEMENT COMPANY LIMITED,2021,April,70.81,0.08,0.75
768,IDFC ASSET MANAGEMENT COMPANY LIMITED,2021,May,73.53,0.1,5.91
769,IDFC ASSET MANAGEMENT COMPANY LIMITED,2021,June,74.64,0.04,3.03
770,IDFC ASSET MANAGEMENT COMPANY LIMITED,2021,July,74.99,0.08,3.12
771,IDFC ASSET MANAGEMENT COMPANY LIMITED,2021,March,71.83,0.09,0.83
772,IDFC ASSET MANAGEMENT COMPANY LIMITED,2021,April,70.81,0.08,0.75
773,IDFC ASSET MANAGEMENT COMPANY LIMITED,2021,May,73.53,0.1,5.91
774,IDFC ASSET MANAGEMENT COMPANY LIMITED,2021,June,74.64,0.04,3.03
775,IDFC ASSET MANAGEMENT COMPANY LIMITED,2021,July,74.99,0.08,3.12
776,IDFC Asset Management Company Limited,2021,March,71.83,0.09,0.83
777,IDFC Asset Management Company Limited,2021,April,70.81,0.08,0.75
778,IDFC Asset Management Company Limited,2021,May,73.53,0.1,5.91
779,IDFC Asset Management Company Limited,2021,June,74.64,0.04,3.03
780,IDFC Asset Management Company Limited,2021,July,74.99,0.08,3.12
781,IIFL Asset Management Limited,2021,March,7856.05,0.06,1.18
782,IIFL Asset Management Limited,2021,April,8028.06,0.06,1.17
783,IIFL Asset Management Limited,2021,May,8509.49,0.05,5.83
784,IIFL Asset Management Limited,2021,June,10750.15,0.17,3.92
785,IIFL Asset Management Limited,2021,July,11397.6,0.06,3.05
786,IIFL Asset Management Limited,2021,March,7856.05,0.06,1.18
787,IIFL Asset Management Limited,2021,April,8028.06,0.06,1.17
788,IIFL Asset Management Limited,2021,May,8509.49,0.05,5.83
789,IIFL Asset Management Limited,2021,June,10750.15,0.17,3.92
790,IIFL Asset Management Limited,2021,July,11397.6,0.06,3.05
791,IIFL WEALTH PORTFOLIO MANAGERS LIMITED,2021,March,7709.96,0.13,-0.11
792,IIFL WEALTH PORTFOLIO MANAGERS LIMITED,2021,April,7340.92,0.11,1.23
793,IIFL WEALTH PORTFOLIO MANAGERS LIMITED,2021,May,7431.24,0.13,1.74
794,IIFL WEALTH PORTFOLIO MANAGERS LIMITED,2021,June,7916.42,0.15,2.1
795,IIFL WEALTH PORTFOLIO MANAGERS LIMITED,2021,July,7825.31,0.04,4.83
796,IMPETUS WEALTH MANAGMENT PVT LTD,2021,March,34.96262,0.018,0.85
797,IMPETUS WEALTH MANAGMENT PVT LTD,2021,April,35.22282,0.004,1.49
798,IMPETUS WEALTH MANAGMENT PVT LTD,2021,May,37.60863,0.041,7.47
799,IMPETUS WEALTH MANAGMENT PVT LTD,2021,June,38.47961,0.081,1.4
800,IMPETUS WEALTH MANAGMENT PVT LTD,2021,July,39.4629,0.046,2.85
801,IMPETUS WEALTH MANAGMENT PVT LTD,2021,March,34.96262,0.018,0.85
802,IMPETUS WEALTH MANAGMENT PVT LTD,2021,April,35.22282,0.004,1.49
803,IMPETUS WEALTH MANAGMENT PVT LTD,2021,May,37.60863,0.041,7.47
804,IMPETUS WEALTH MANAGMENT PVT LTD,2021,June,38.47961,0.081,1.4
805,IMPETUS WEALTH MANAGMENT PVT LTD,2021,July,39.4629,0.046,2.85
806,Incred Capital Wealth Portfolio Managers Private Limited,2021,March,47.44,0.76,1.89
807,Incred Capital Wealth Portfolio Managers Private Limited,2021,April,79.03,0.43,9.88
808,Incred Capital Wealth Portfolio Managers Private Limited,2021,May,141.07,0.31,6.43
809,Incred Capital Wealth Portfolio Managers Private Limited,2021,June,172.9,0.23,6.55
810,Incred Capital Wealth Portfolio Managers Private Limited,2021,July,214.97,0.25,2.86
811,INDIA INFOLINE LTD,2021,March,2.32899,0.0,0.345
812,INDIA INFOLINE LTD,2021,April,2.397,0.0,2.88
813,INDIA INFOLINE LTD,2021,May,2.525,0.0,5.356
814,INDIA INFOLINE LTD,2021,June,0.139,0.0,0.0
815,INDIA INFOLINE LTD,2021,July,2.567,0.0,-0.04
816,INDIA INFOLINE LTD,2021,March,2.32899,0.0,0.345
817,INDIA INFOLINE LTD,2021,April,2.397,0.0,2.88
818,INDIA INFOLINE LTD,2021,May,2.525,0.0,5.356
819,INDIA INFOLINE LTD,2021,June,0.139,0.0,0.0
820,INDIA INFOLINE LTD,2021,July,2.567,0.0,-0.04
821,INDIABULLS ASSET MANAGEMENT CO. LTD.,2021,March,89.32,0.08,0.8
822,INDIABULLS ASSET MANAGEMENT CO. LTD.,2021,April,89.45,0.0,0.77
823,INDIABULLS ASSET MANAGEMENT CO. LTD.,2021,May,88.29,0.0,0.79
824,INDIABULLS ASSET MANAGEMENT CO. LTD.,2021,June,89.56,0.0,-0.75
825,INDIABULLS ASSET MANAGEMENT CO. LTD.,2021,July,89.61,0.0,0.29
826,Indiabulls Asset Management Co. Ltd.,2021,March,89.32,0.08,0.8
827,Indiabulls Asset Management Co. Ltd.,2021,April,89.45,0.0,0.77
828,Indiabulls Asset Management Co. Ltd.,2021,May,88.29,0.0,0.79
829,Indiabulls Asset Management Co. Ltd.,2021,June,89.56,0.0,-0.75
830,Indiabulls Asset Management Co. Ltd.,2021,July,89.61,0.0,0.29
831,INFINITY ALTERNATIVES INVESTMENT MANAGERS PRIVATE LIMITED,2021,March,37.39,0.09,0.34
832,INFINITY ALTERNATIVES INVESTMENT MANAGERS PRIVATE LIMITED,2021,April,39.23,0.08,4.53
833,INFINITY ALTERNATIVES INVESTMENT MANAGERS PRIVATE LIMITED,2021,May,42.89,0.06,10.51
834,INFINITY ALTERNATIVES INVESTMENT MANAGERS PRIVATE LIMITED,2021,June,44.08,0.07,4.03
835,INFINITY ALTERNATIVES INVESTMENT MANAGERS PRIVATE LIMITED,2021,July,46.37,0.04,4.27
836,Infinity Alternatives Investment Managers Private Limited,2021,March,37.39,0.09,0.34
837,Infinity Alternatives Investment Managers Private Limited,2021,April,39.23,0.08,4.53
838,Infinity Alternatives Investment Managers Private Limited,2021,May,42.89,0.06,10.51
839,Infinity Alternatives Investment Managers Private Limited,2021,June,44.08,0.07,4.03
840,Infinity Alternatives Investment Managers Private Limited,2021,July,46.37,0.04,4.27
841,INVESCO ASSET MANAGEMENT (INDIA) PRIVATE LIMITED,2021,March,1118.95,0.12,-1.29
842,INVESCO ASSET MANAGEMENT (INDIA) PRIVATE LIMITED,2021,April,1117.95,0.04,-2.54
843,INVESCO ASSET MANAGEMENT (INDIA) PRIVATE LIMITED,2021,May,1176.53,0.03,6.61
844,INVESCO ASSET MANAGEMENT (INDIA) PRIVATE LIMITED,2021,June,1138.94,0.1,1.64
845,INVESCO ASSET MANAGEMENT (INDIA) PRIVATE LIMITED,2021,July,1137.1,0.04,4.1
846,Invesco Asset Management (India) Private Limited,2021,March,1118.95,0.12,-1.29
847,Invesco Asset Management (India) Private Limited,2021,April,1117.95,0.04,-2.54
848,Invesco Asset Management (India) Private Limited,2021,May,1176.53,0.03,6.61
849,Invesco Asset Management (India) Private Limited,2021,June,1138.94,0.1,1.64
850,Invesco Asset Management (India) Private Limited,2021,July,1137.1,0.04,4.1
851,ithought Financial consulting LLP,2021,March,82.485,0.0464,1.1273
852,ITI Alternate Funds Management Limited,2021,March,106.26,0.02,18.61
853,ITI Alternate Funds Management Limited,2021,April,108.92,0.0,2.53
854,ITI Alternate Funds Management Limited,2021,May,107.01,0.0,-2.23
855,ITI Alternate Funds Management Limited,2021,June,123.74,0.02,14.19
856,ITI Alternate Funds Management Limited,2021,July,130.23,0.0,5.06
857,Itus Capital Advisors Pvt Ltd,2021,March,160.69,0.08,0.17
858,Itus Capital Advisors Pvt Ltd,2021,April,175.93,0.07,0.27
859,Itus Capital Advisors Pvt Ltd,2021,May,189.39,0.06,0.28
860,Itus Capital Advisors Pvt Ltd,2021,June,207.2,0.11,0.27
861,Itus Capital Advisors Pvt Ltd,2021,July,252.28,0.09,0.28
862,JAIN INVESTMENT ADVISORS PVT. LTD,2021,March,502.7,0.01,2.13
863,JAIN INVESTMENT ADVISORS PVT. LTD,2021,April,501.7,0.0,-0.68
864,JAIN INVESTMENT ADVISORS PVT. LTD,2021,May,525.56,0.04,7.67
865,JAIN INVESTMENT ADVISORS PVT. LTD,2021,June,564.97,0.08,5.08
866,JAIN INVESTMENT ADVISORS PVT. LTD,2021,July,579.71,0.09,5.04
867,Jain Investment Advisors Pvt. Ltd,2021,March,502.7,0.01,2.13
868,Jain Investment Advisors Pvt. Ltd,2021,April,501.7,0.0,-0.68
869,Jain Investment Advisors Pvt. Ltd,2021,May,525.56,0.04,7.67
870,Jain Investment Advisors Pvt. Ltd,2021,June,564.97,0.08,5.08
871,Jain Investment Advisors Pvt. Ltd,2021,July,579.71,0.09,5.04
872,JAINAM SHARE CONSULTANTS PVT. LTD.,2021,March,2.25,0.0,1.13
873,JAINAM SHARE CONSULTANTS PVT. LTD.,2021,April,2.22,0.34,-1.23
874,JAINAM SHARE CONSULTANTS PVT. LTD.,2021,May,2.32,0.0,4.78
875,JAINAM SHARE CONSULTANTS PVT. LTD.,2021,June,2.41,0.0,3.92
876,JAINAM SHARE CONSULTANTS PVT. LTD.,2021,July,2.45,0.0,2.03
877,JANAK MERCHANT SECURITIES PVT LTD,2021,March,119.79,0.02,4.65
878,JANAK MERCHANT SECURITIES PVT LTD,2021,April,127.47,0.02,6.46
879,JANAK MERCHANT SECURITIES PVT LTD,2021,May,141.65,0.04,11.71
880,JANAK MERCHANT SECURITIES PVT LTD,2021,June,152.78,0.01,-0.16
881,JANAK MERCHANT SECURITIES PVT LTD,2021,July,162.62,0.03,1.59
882,JANAK MERCHANT SECURITIES PVT LTD,2021,March,119.79,0.02,4.65
883,JANAK MERCHANT SECURITIES PVT LTD,2021,April,127.47,0.02,6.46
884,JANAK MERCHANT SECURITIES PVT LTD,2021,May,141.65,0.04,11.71
885,JANAK MERCHANT SECURITIES PVT LTD,2021,June,152.78,0.01,-0.16
886,JANAK MERCHANT SECURITIES PVT LTD,2021,July,162.62,0.03,1.59
887,JEETAY INVESTMENTS PVT LTD,2021,March,366.63,0.01,1.68
888,JEETAY INVESTMENTS PVT LTD,2021,March,366.63,0.01,1.68
889,JM FINANCIAL SERVICES LTD,2021,March,554.55793,0.081,1.93
890,JM FINANCIAL SERVICES LTD,2021,April,567.42795,0.079,2.72
891,JM FINANCIAL SERVICES LTD,2021,May,596.33369,0.182,4.91
892,JM FINANCIAL SERVICES LTD,2021,June,621.37701,0.026,4.57
893,JM FINANCIAL SERVICES LTD,2021,July,644.00937,0.045,3.43
894,JM FINANCIAL SERVICES LTD,2021,March,554.55793,0.081,1.93
895,JM FINANCIAL SERVICES LTD,2021,April,567.42795,0.079,2.72
896,JM FINANCIAL SERVICES LTD,2021,May,596.33369,0.182,4.91
897,JM FINANCIAL SERVICES LTD,2021,June,621.37701,0.026,4.57
898,JM FINANCIAL SERVICES LTD,2021,July,644.00937,0.045,3.43
899,JOINDRE CAPITAL SERVICES LIMITED,2021,March,24.71,0.02,2.5
900,JOINDRE CAPITAL SERVICES LIMITED,2021,April,25.78,0.01,3.44
901,JOINDRE CAPITAL SERVICES LIMITED,2021,May,28.97,0.11,6.31
902,JOINDRE CAPITAL SERVICES LIMITED,2021,June,30.16,0.04,2.59
903,JOINDRE CAPITAL SERVICES LIMITED,2021,July,31.68,0.01,4.08
904,Julius Baer Wealth Advisors India Private Limited,2021,March,1.0,3.57,0.26
905,Julius Baer Wealth Advisors India Private Limited,2021,April,2.01,0.82,0.05
906,Julius Baer Wealth Advisors India Private Limited,2021,May,2.06,0.21,2.76
907,Julius Baer Wealth Advisors India Private Limited,2021,June,12.11,1.55,1.74
908,Julius Baer Wealth Advisors India Private Limited,2021,July,13.35,0.4,1.53
909,KARMA CAPITAL ADVISORS PVT. LTD.,2021,March,2879.19711,0.025,-1.62
910,KARMA CAPITAL ADVISORS PVT. LTD.,2021,April,3133.85717,0.032,8.91
911,KARMA CAPITAL ADVISORS PVT. LTD.,2021,June,3676.86398,0.02,6.16
912,KARMA CAPITAL ADVISORS PVT. LTD.,2021,July,3750.95133,0.02,1.96
913,KARMA CAPITAL ADVISORS PVT. LTD.,2021,March,2879.19711,0.025,-1.62
914,KARMA CAPITAL ADVISORS PVT. LTD.,2021,April,3133.85717,0.032,8.91
915,KARMA CAPITAL ADVISORS PVT. LTD.,2021,May,3464.85774,0.034,10.56
916,KARMA CAPITAL ADVISORS PVT. LTD.,2021,June,3676.86398,0.02,6.16
917,KARMA CAPITAL ADVISORS PVT. LTD.,2021,July,3750.95133,0.02,1.96
918,KARVY CAPITAL LIMITED,2021,March,617.53,3.33,0.75
919,KARVY CAPITAL LIMITED,2021,March,617.53,3.33,0.75
920,KARVY STOCK BROKING LTD.,2021,March,18.861,0.0,1.02
921,KARVY STOCK BROKING LTD.,2021,April,19.237,0.0,-1.15
922,KARVY STOCK BROKING LTD.,2021,May,20.429,0.0,6.88
923,KARVY STOCK BROKING LTD.,2021,June,19.401,0.0,1.01
924,KARVY STOCK BROKING LTD.,2021,July,19.95199,0.0,-0.06
925,KARVY STOCK BROKING LTD.,2021,March,18.861,0.0,1.02
926,KARVY STOCK BROKING LTD.,2021,April,19.237,0.0,-1.15
927,KARVY STOCK BROKING LTD.,2021,May,20.429,0.0,6.88
928,KARVY STOCK BROKING LTD.,2021,June,19.401,0.0,1.01
929,KARVY STOCK BROKING LTD.,2021,July,19.95199,0.0,-0.06
930,KB CAPITAL MARKETS PVT. LTD.,2021,March,207.08,0.048,-2.45
931,KB CAPITAL MARKETS PVT. LTD.,2021,March,207.08,0.048,-2.45
932,Kedia Shares & Stocks Brokers Ltd,2021,March,16.59,0.06,2.11
933,Kedia Shares & Stocks Brokers Ltd,2021,April,17.36,0.05,2.45
934,Kedia Shares & Stocks Brokers Ltd,2021,May,18.16,0.09,4.64
935,Kedia Shares & Stocks Brokers Ltd,2021,June,27.51,0.35,2.64
936,Kedia Shares & Stocks Brokers Ltd,2021,July,28.2,0.07,2.55
937,Klay Securities Private Limited,2021,March,23.34,0.12,-0.56
938,Klay Securities Private Limited,2021,April,23.55,0.04,0.88
939,Klay Securities Private Limited,2021,May,25.12,0.04,6.7
940,Klay Securities Private Limited,2021,June,26.5,0.05,1.04
941,Klay Securities Private Limited,2021,July,27.61,0.06,-0.01
942,KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD,2021,March,1645.05539,0.132,-0.53
943,KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD,2021,April,1620.93258,0.08,1.28
944,KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD,2021,May,1670.31753,0.104,6.2
945,KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD,2021,June,1612.0004,0.142,1.22
946,KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD,2021,July,1611.29133,0.085,3.85
947,KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD,2021,March,1645.05539,0.132,-0.53
948,KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD,2021,April,1620.93258,0.08,1.28
949,KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD,2021,May,1670.31753,0.104,6.2
950,KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD,2021,June,1612.0004,0.142,1.22
951,KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LTD,2021,July,1611.29133,0.085,3.85
952,KRCHOKSEY SHARES AND SECURITIES PRIVATE LIMITED,2021,March,91.89277,0.099,-0.01
953,KRCHOKSEY SHARES AND SECURITIES PRIVATE LIMITED,2021,April,96.0877,0.1,1.6
954,KRCHOKSEY SHARES AND SECURITIES PRIVATE LIMITED,2021,May,105.56079,0.04,8.14
955,KRCHOKSEY SHARES AND SECURITIES PRIVATE LIMITED,2021,March,91.89277,0.099,-0.01
956,KRCHOKSEY SHARES AND SECURITIES PRIVATE LIMITED,2021,April,96.0877,0.1,1.6
957,KRCHOKSEY SHARES AND SECURITIES PRIVATE LIMITED,2021,May,105.56079,0.04,8.14
958,Kriis Portfolio Pvt. Ltd.,2021,March,16.33,0.05,-0.9
959,Kriis Portfolio Pvt. Ltd.,2021,April,19.4,0.06,4.73
960,Kriis Portfolio Pvt. Ltd.,2021,May,21.25,0.16,6.16
961,Kriis Portfolio Pvt. Ltd.,2021,June,25.99,0.11,12.07
962,KSEMA WEALTH MANAGEMENT PVT LTD,2021,March,20.49,0.1,0.42
963,KSEMA WEALTH MANAGEMENT PVT LTD,2021,April,20.55,0.06,0.8
964,KSEMA WEALTH MANAGEMENT PVT LTD,2021,June,22.88,0.03,1.94
965,KSEMA WEALTH MANAGEMENT PVT LTD,2021,July,23.78,0.03,1.77
966,KUNVARJI FINSTOCK PRIVATE LIMITED,2021,March,0.66,0.0,1.16
967,KUNVARJI FINSTOCK PRIVATE LIMITED,2021,April,0.66,0.0,-0.95
968,KUNVARJI FINSTOCK PRIVATE LIMITED,2021,May,0.94,0.0,4.19
969,KUNVARJI FINSTOCK PRIVATE LIMITED,2021,June,0.96,0.26,2.26
970,KUNVARJI FINSTOCK PRIVATE LIMITED,2021,July,0.98,0.0,1.64
971,Kunvarji Finstock Private Limited,2021,March,0.66,0.0,1.16
972,Kunvarji Finstock Private Limited,2021,April,0.66,0.0,-0.95
973,Kunvarji Finstock Private Limited,2021,May,0.94,0.0,4.19
974,Kunvarji Finstock Private Limited,2021,June,0.96,0.26,2.26
975,Kunvarji Finstock Private Limited,2021,July,0.98,0.0,1.64
976,Laburnum Capital Advisors Private Limited,2021,March,479.48,0.158,-0.94
977,Laburnum Capital Advisors Private Limited,2021,March,479.48,0.158,-0.94
978,lakewater advisors private limited,2021,March,62.977,0.0402,1.4597
979,lakewater advisors private limited,2021,April,73.8,0.04,9.21
980,lakewater advisors private limited,2021,May,79.3,0.06,1.71
981,lakewater advisors private limited,2021,June,87.01,0.08,5.72
982,lakewater advisors private limited,2021,July,93.84,0.07,3.71
